Date	Qsim	Qobs	Precipitation	Temperature	AET	PET	Snow	Snowcover	SM	Recharge	SUZ	SLZ	Q0	Q1	Q2	Qsim_rain	Qsim_snow
19730311	0.084	0.140	0.0	1.2	0.00	0.23	41.4	1.00	97.1	0.7	0.1	2.1	0.000	0.002	0.081	0.048	0.036
19730312	0.247	0.140	0.0	4.4	0.00	0.24	34.8	1.00	99.1	4.6	3.6	2.6	0.000	0.140	0.107	0.127	0.120
19730313	0.570	0.140	0.1	2.5	0.00	0.25	31.4	1.00	100.1	2.5	4.9	3.1	0.000	0.439	0.131	0.280	0.290
19730314	0.676	0.140	0.0	0.2	0.00	0.26	31.4	1.00	100.1	0.0	3.8	3.6	0.000	0.521	0.155	0.329	0.348
19730315	0.646	0.140	0.0	1.7	0.00	0.27	29.4	1.00	100.6	1.4	4.1	4.0	0.000	0.469	0.177	0.313	0.333
19730316	0.642	0.130	1.3	-3.9	0.00	0.27	30.5	1.00	100.6	0.0	3.1	4.4	0.000	0.443	0.199	0.309	0.333
19730317	0.561	0.140	3.1	-2.7	0.00	0.29	33.2	1.00	100.6	0.0	2.2	4.8	0.000	0.342	0.219	0.271	0.290
19730318	0.478	0.140	0.2	-3.7	0.00	0.32	33.4	1.00	100.6	0.0	1.4	5.2	0.000	0.239	0.239	0.231	0.247
19730319	0.405	0.140	0.0	-2.7	0.00	0.34	33.4	1.00	100.6	0.0	0.7	5.6	0.000	0.148	0.257	0.197	0.208
19730320	0.340	0.140	0.0	0.1	0.00	0.36	33.4	1.00	100.6	0.0	0.1	5.9	0.000	0.065	0.275	0.166	0.174
19730321	0.294	0.140	2.1	-0.2	0.00	0.39	35.2	1.00	100.6	0.0	0.0	5.7	0.000	0.011	0.283	0.144	0.150
19730322	0.356	0.140	0.2	3.8	0.00	0.41	31.5	1.00	101.7	2.8	1.9	6.1	0.000	0.073	0.284	0.171	0.186
19730323	0.703	0.160	0.0	5.8	0.00	0.44	22.5	1.00	103.9	6.8	7.2	6.4	0.000	0.405	0.298	0.314	0.388
19730324	1.223	0.170	0.0	4.3	0.00	0.46	16.1	1.00	105.4	5.0	10.3	6.7	0.000	0.909	0.314	0.520	0.703
19730325	1.623	0.220	0.0	4.8	0.00	0.48	9.2	0.86	106.9	5.4	13.5	7.0	0.000	1.294	0.329	0.664	0.958
19730326	1.966	0.290	0.0	6.1	0.06	0.51	3.5	0.30	108.0	4.6	15.6	7.3	0.000	1.623	0.343	0.777	1.189
19730327	2.086	0.400	0.0	1.7	0.32	0.53	3.1	0.30	107.7	0.4	13.7	7.6	0.000	1.729	0.357	0.808	1.278
19730328	1.912	0.500	0.0	-0.2	0.33	0.54	3.1	0.30	107.4	0.0	11.7	7.8	0.000	1.542	0.370	0.740	1.172
19730329	1.751	0.580	0.0	4.6	0.34	0.58	1.2	0.30	107.4	1.6	11.3	8.1	0.000	1.368	0.382	0.676	1.075
19730330	1.682	0.690	0.0	4.1	0.35	0.60	0.0	0.00	107.3	1.0	10.4	8.3	0.000	1.288	0.394	0.643	1.039
19730331	1.610	0.790	1.7	2.8	0.53	0.62	0.0	0.00	107.1	1.3	9.9	8.6	0.000	1.204	0.406	0.610	0.999
19730401	1.519	0.850	3.2	-0.9	0.54	0.63	2.7	1.00	106.5	0.0	8.3	8.8	0.000	1.103	0.416	0.574	0.945
19730402	1.473	0.890	3.6	1.1	0.00	0.66	2.0	1.00	107.4	3.4	10.0	9.0	0.000	1.046	0.427	0.556	0.917
19730403	1.536	0.840	0.0	0.8	0.00	0.68	1.5	1.00	107.5	0.4	8.7	9.2	0.000	1.099	0.437	0.577	0.959
19730404	1.416	0.730	0.2	-1.5	0.00	0.70	1.7	1.00	107.5	0.0	7.2	9.4	0.000	0.970	0.446	0.533	0.883
19730405	1.260	0.710	5.0	-2.0	0.00	0.72	6.0	1.00	107.5	0.0	5.9	9.5	0.000	0.805	0.455	0.476	0.784
19730406	1.189	0.630	1.5	1.6	0.00	0.75	4.7	1.00	108.1	2.2	6.6	9.7	0.000	0.726	0.464	0.449	0.740
19730407	1.213	0.590	0.5	0.8	0.00	0.77	4.4	1.00	108.2	0.7	6.0	9.9	0.000	0.741	0.472	0.457	0.755
19730408	1.136	0.570	0.0	-1.1	0.00	0.79	4.4	1.00	108.2	0.0	4.8	10.0	0.000	0.657	0.480	0.429	0.707
19730409	1.014	0.520	0.5	-1.5	0.00	0.81	4.8	1.00	108.2	0.0	3.7	10.2	0.000	0.527	0.487	0.384	0.630
19730410	0.899	0.510	3.5	-2.9	0.00	0.83	7.8	1.00	108.2	0.0	2.7	10.3	0.000	0.405	0.494	0.342	0.557
19730411	0.797	0.480	0.4	-2.0	0.00	0.85	8.2	1.00	108.2	0.0	1.9	10.4	0.000	0.296	0.501	0.304	0.493
19730412	0.705	0.430	0.0	0.4	0.00	0.88	8.2	1.00	108.2	0.0	1.1	10.6	0.000	0.198	0.507	0.270	0.435
19730413	0.626	0.410	0.5	0.3	0.00	0.90	8.6	1.00	108.3	0.1	0.5	10.7	0.000	0.113	0.513	0.241	0.385
19730414	0.695	0.400	0.2	4.0	0.00	0.94	3.7	0.86	109.2	4.1	3.5	10.8	0.000	0.176	0.519	0.263	0.432
19730415	0.903	0.400	0.3	1.1	0.11	0.95	2.9	0.86	109.3	0.9	3.4	10.9	0.000	0.379	0.525	0.334	0.569
19730416	1.316	0.400	13.0	3.8	0.12	0.98	0.6	0.30	111.7	12.8	13.9	11.0	0.000	0.786	0.530	0.500	0.816
19730417	2.652	0.560	11.3	2.4	0.64	1.04	0.0	0.00	112.8	10.2	20.0	11.1	0.328	1.788	0.535	1.066	1.585
19730418	4.092	0.690	6.4	2.6	0.99	1.10	0.0	0.00	112.7	5.5	20.7	11.2	1.119	2.433	0.540	1.718	2.374
19730419	5.497	0.810	11.9	1.3	1.04	1.15	0.0	0.00	113.2	10.3	23.6	11.3	2.181	2.772	0.545	2.437	3.061
19730420	6.234	0.900	2.5	0.6	1.09	1.21	0.7	0.30	112.4	1.5	20.5	11.4	2.754	2.931	0.549	2.877	3.356
19730421	4.134	0.920	0.6	0.7	0.79	1.27	0.8	0.30	111.7	0.4	18.1	11.5	1.122	2.459	0.553	1.916	2.219
19730422	2.729	0.920	0.1	1.4	0.82	1.33	0.6	0.30	110.9	0.3	15.9	11.6	0.110	2.062	0.557	1.256	1.472
19730423	2.399	0.920	1.1	3.2	0.85	1.40	0.0	0.00	110.3	1.5	15.0	11.6	0.000	1.838	0.561	1.106	1.293
19730424	2.242	0.940	0.0	2.2	1.28	1.46	0.0	0.00	109.0	0.0	12.9	11.7	0.000	1.677	0.565	1.038	1.203
19730425	2.040	1.030	1.3	0.6	1.31	1.51	0.4	0.30	107.9	0.7	11.6	11.8	0.000	1.472	0.568	0.946	1.094
19730426	1.869	1.060	0.0	-0.4	0.92	1.56	0.4	0.30	107.0	0.0	9.8	11.9	0.000	1.297	0.572	0.869	1.000
19730427	1.676	1.060	0.4	-1.9	0.94	1.61	0.7	1.00	106.0	0.0	8.2	11.9	0.000	1.101	0.575	0.777	0.899
19730428	1.503	1.000	0.0	0.8	0.00	1.69	0.5	0.30	106.1	0.2	6.9	12.0	0.000	0.925	0.578	0.696	0.808
19730429	1.354	0.980	0.6	-0.9	1.00	1.74	1.0	1.00	105.1	0.0	5.6	12.0	0.000	0.773	0.581	0.625	0.729
19730430	1.238	1.010	0.0	5.5	0.00	1.83	0.0	0.00	105.3	0.8	5.2	12.1	0.000	0.655	0.583	0.572	0.666
19730501	1.186	1.190	1.1	2.4	1.57	1.87	0.0	0.00	104.0	0.9	4.9	12.1	0.000	0.600	0.586	0.551	0.635
19730502	1.122	1.610	0.0	7.1	1.63	1.96	0.0	0.00	102.3	0.0	3.8	12.2	0.000	0.534	0.588	0.524	0.598
19730503	1.009	2.170	0.0	1.8	1.62	1.99	0.0	0.00	100.7	0.0	2.8	12.2	0.000	0.418	0.591	0.470	0.539
19730504	0.901	2.680	0.0	2.9	1.65	2.06	0.0	0.00	99.1	0.0	2.0	12.3	0.000	0.308	0.593	0.417	0.484
19730505	0.848	3.040	1.9	2.6	1.67	2.11	0.0	0.00	97.9	1.3	2.4	12.3	0.000	0.253	0.595	0.395	0.454
19730506	1.036	3.420	8.2	2.1	1.71	2.17	0.0	0.00	98.6	5.8	6.8	12.4	0.000	0.438	0.597	0.510	0.525
19730507	1.304	3.980	0.0	5.9	1.77	2.26	0.0	0.00	96.8	0.0	5.5	12.4	0.000	0.704	0.599	0.675	0.629
19730508	1.378	4.670	7.1	5.4	1.80	2.31	0.0	0.00	97.1	4.9	8.8	12.4	0.000	0.776	0.601	0.729	0.649
19730509	1.643	5.600	4.4	4.6	1.84	2.36	0.0	0.00	96.6	3.0	10.0	12.5	0.000	1.040	0.603	0.903	0.740
19730510	1.726	6.510	1.0	4.0	1.86	2.42	0.0	0.00	95.0	0.7	9.0	12.5	0.000	1.121	0.605	0.964	0.761
19730511	1.625	7.460	0.5	7.8	1.90	2.51	0.0	0.00	93.3	0.3	7.8	12.5	0.000	1.019	0.606	0.910	0.715
19730512	1.481	7.270	0.0	5.0	1.89	2.54	0.0	0.00	91.4	0.0	6.4	12.6	0.000	0.873	0.608	0.827	0.654
19730513	1.418	6.120	4.3	4.7	1.91	2.60	0.0	0.00	91.0	2.7	7.6	12.6	0.000	0.809	0.609	0.797	0.622
19730514	1.440	5.350	0.0	5.9	1.94	2.67	0.0	0.00	89.1	0.0	6.3	12.6	0.000	0.829	0.611	0.821	0.619
19730515	1.310	4.610	0.0	3.0	1.92	2.70	0.0	0.00	87.2	0.0	5.0	12.7	0.000	0.698	0.612	0.744	0.566
19730516	1.172	3.810	0.0	4.7	1.93	2.78	0.0	0.00	85.3	0.0	3.9	12.7	0.000	0.559	0.613	0.661	0.511
19730517	1.048	3.220	0.0	6.9	1.92	2.83	0.0	0.00	83.3	0.0	3.0	12.7	0.000	0.433	0.615	0.587	0.461
19730518	0.991	2.810	2.9	4.3	1.90	2.84	0.0	0.00	82.7	1.6	3.5	12.7	0.000	0.375	0.616	0.557	0.434
19730519	1.159	2.670	9.0	9.3	1.97	2.93	0.0	0.00	84.6	5.1	7.2	12.8	0.000	0.542	0.617	0.682	0.478
19730520	1.654	3.530	14.2	7.8	2.05	2.95	0.0	0.00	88.3	8.5	13.4	12.8	0.000	1.036	0.618	1.048	0.606
19730521	2.059	4.450	0.2	7.4	2.10	2.98	0.0	0.00	86.3	0.1	11.6	12.8	0.000	1.440	0.619	1.361	0.699
19730522	2.216	4.160	14.5	7.8	2.14	3.02	0.0	0.00	89.8	8.9	17.7	12.8	0.000	1.596	0.620	1.500	0.716
19730523	2.544	3.790	0.0	9.1	2.19	3.06	0.0	0.00	87.6	0.0	15.3	12.8	0.000	1.923	0.621	1.773	0.770
19730524	2.350	3.360	0.0	8.7	2.16	3.09	0.0	0.00	85.5	0.0	13.1	12.9	0.000	1.728	0.622	1.638	0.712
19730525	2.104	2.780	0.0	6.2	2.11	3.10	0.0	0.00	83.4	0.0	11.2	12.9	0.000	1.481	0.623	1.460	0.644
19730526	1.931	2.260	2.6	10.0	2.12	3.18	0.0	0.00	82.4	1.5	10.8	12.9	0.000	1.308	0.624	1.339	0.593
19730527	1.824	1.850	0.2	11.3	2.12	3.23	0.0	0.00	80.4	0.1	9.2	12.9	0.000	1.199	0.624	1.267	0.556
19730528	1.661	1.640	0.5	12.5	2.10	3.27	0.0	0.00	78.5	0.3	7.9	12.9	0.000	1.036	0.625	1.151	0.510
19730529	1.504	1.450	0.0	13.2	2.07	3.32	0.0	0.00	76.4	0.0	6.5	12.9	0.000	0.879	0.626	1.039	0.465
19730530	1.374	1.250	1.6	16.3	2.07	3.39	0.0	0.00	75.1	0.8	5.9	12.9	0.000	0.748	0.626	0.947	0.428
19730531	1.278	1.080	0.0	14.3	2.03	3.40	0.0	0.00	73.1	0.0	4.7	13.0	0.000	0.651	0.627	0.880	0.398
19730601	1.174	0.950	1.6	12.4	2.00	3.41	0.0	0.00	71.9	0.7	4.3	13.0	0.000	0.547	0.628	0.807	0.367
19730602	1.107	0.890	0.7	9.9	1.97	3.42	0.0	0.00	70.4	0.3	3.6	13.0	0.000	0.479	0.628	0.762	0.345
19730603	1.131	0.890	7.6	9.7	1.99	3.45	0.0	0.00	72.5	3.4	5.7	13.0	0.000	0.503	0.629	0.792	0.339
19730604	1.285	0.920	3.5	10.8	2.05	3.50	0.0	0.00	72.4	1.6	6.0	13.0	0.000	0.656	0.629	0.927	0.358
19730605	1.281	0.870	0.0	11.7	2.04	3.55	0.0	0.00	70.3	0.0	4.8	13.0	0.000	0.651	0.630	0.932	0.349
19730606	1.162	0.770	0.1	13.1	2.02	3.60	0.0	0.00	68.4	0.0	3.8	13.0	0.000	0.532	0.630	0.842	0.320
19730607	1.043	0.680	0.0	14.5	1.99	3.65	0.0	0.00	66.4	0.0	2.8	13.0	0.000	0.412	0.631	0.751	0.292
19730608	0.950	0.610	1.2	14.6	1.96	3.68	0.0	0.00	65.2	0.5	2.4	13.0	0.000	0.319	0.631	0.681	0.269
19730609	0.891	0.550	0.7	10.4	1.91	3.67	0.0	0.00	63.7	0.3	1.8	13.0	0.000	0.260	0.632	0.639	0.253
19730610	0.915	0.520	7.3	10.2	1.94	3.70	0.0	0.00	66.2	2.9	3.6	13.1	0.000	0.283	0.632	0.666	0.249
19730611	1.002	0.480	0.0	5.0	1.93	3.67	0.0	0.00	64.2	0.0	2.7	13.1	0.000	0.370	0.632	0.746	0.256
19730612	0.925	0.440	0.3	5.1	1.90	3.70	0.0	0.00	62.5	0.1	1.9	13.1	0.000	0.292	0.633	0.686	0.238
19730613	0.884	0.410	3.9	10.6	1.93	3.81	0.0	0.00	63.0	1.5	2.5	13.1	0.000	0.251	0.633	0.658	0.226
19730614	0.886	0.370	0.0	9.2	1.92	3.82	0.0	0.00	61.1	0.0	1.6	13.1	0.000	0.253	0.633	0.665	0.221
19730615	0.815	0.320	0.8	6.1	1.87	3.82	0.0	0.00	59.8	0.3	1.2	13.1	0.000	0.181	0.634	0.609	0.206
19730616	0.748	0.290	0.0	9.1	1.85	3.89	0.0	0.00	57.9	0.0	0.5	13.1	0.000	0.114	0.634	0.557	0.192
19730617	0.675	0.260	0.0	9.8	1.79	3.89	0.0	0.00	56.1	0.0	0.0	12.9	0.000	0.044	0.632	0.498	0.177
19730618	0.622	0.240	0.0	10.9	1.74	3.89	0.0	0.00	54.4	0.0	0.0	12.3	0.000	0.004	0.618	0.457	0.165
19730619	0.591	0.240	0.0	11.9	1.69	3.89	0.0	0.00	52.7	0.0	0.0	11.8	0.000	0.000	0.591	0.434	0.157
19730620	0.564	0.220	0.0	12.9	1.63	3.89	0.0	0.00	51.1	0.0	0.0	11.2	0.000	0.000	0.564	0.414	0.150
19730621	0.538	0.200	0.0	15.6	1.59	3.91	0.0	0.00	49.5	0.0	0.0	10.7	0.000	0.000	0.538	0.395	0.143
19730622	0.513	0.190	0.0	17.6	1.55	3.92	0.0	0.00	48.0	0.0	0.0	10.2	0.000	0.000	0.513	0.376	0.137
19730623	0.489	0.170	0.0	19.4	1.50	3.93	0.0	0.00	46.5	0.0	0.0	9.7	0.000	0.000	0.489	0.359	0.130
19730624	0.467	0.150	0.0	18.3	1.45	3.91	0.0	0.00	45.0	0.0	0.0	9.3	0.000	0.000	0.467	0.342	0.124
19730625	0.445	0.140	0.0	15.1	1.38	3.85	0.0	0.00	43.6	0.0	0.0	8.9	0.000	0.000	0.445	0.327	0.119
19730626	0.432	0.130	2.4	18.9	1.38	3.89	0.0	0.00	44.1	0.5	0.0	9.0	0.000	0.000	0.432	0.318	0.114
19730627	0.427	0.110	0.0	16.9	1.35	3.85	0.0	0.00	42.7	0.0	0.0	8.5	0.000	0.000	0.427	0.317	0.111
19730628	0.409	0.110	0.0	16.4	1.30	3.83	0.0	0.00	41.4	0.0	0.0	8.2	0.000	0.000	0.409	0.304	0.106
19730629	0.393	0.100	0.7	15.5	1.26	3.81	0.0	0.00	40.8	0.1	0.0	7.9	0.000	0.000	0.393	0.291	0.101
19730630	0.379	0.100	0.0	15.7	1.23	3.80	0.0	0.00	39.5	0.0	0.0	7.6	0.000	0.000	0.379	0.282	0.097
19730701	0.362	0.080	0.0	16.8	1.19	3.80	0.0	0.00	38.3	0.0	0.0	7.2	0.000	0.000	0.362	0.269	0.093
19730702	0.345	0.080	0.0	20.6	1.17	3.83	0.0	0.00	37.2	0.0	0.0	6.9	0.000	0.000	0.345	0.257	0.088
19730703	0.329	0.080	0.0	19.6	1.13	3.80	0.0	0.00	36.0	0.0	0.0	6.6	0.000	0.000	0.329	0.245	0.084
19730704	0.314	0.060	0.0	19.7	1.09	3.79	0.0	0.00	34.9	0.0	0.0	6.3	0.000	0.000	0.314	0.233	0.080
19730705	0.299	0.060	0.0	18.0	1.05	3.76	0.0	0.00	33.9	0.0	0.0	6.0	0.000	0.000	0.299	0.223	0.077
19730706	0.286	0.050	0.0	19.1	1.01	3.76	0.0	0.00	32.9	0.0	0.0	5.7	0.000	0.000	0.286	0.212	0.073
19730707	0.272	0.050	0.0	20.4	0.99	3.76	0.0	0.00	31.9	0.0	0.0	5.4	0.000	0.000	0.272	0.203	0.070
19730708	0.269	0.040	4.3	18.6	1.00	3.73	0.0	0.00	34.5	0.6	0.0	5.8	0.000	0.000	0.269	0.202	0.068
19730709	0.274	0.040	0.0	18.8	1.02	3.72	0.0	0.00	33.5	0.0	0.0	5.5	0.000	0.000	0.274	0.208	0.067
19730710	0.271	0.040	3.2	16.9	1.02	3.68	0.0	0.00	35.2	0.5	0.0	5.7	0.000	0.000	0.271	0.207	0.064
19730711	0.277	0.040	1.9	14.4	1.04	3.64	0.0	0.00	35.7	0.3	0.0	5.8	0.000	0.000	0.277	0.214	0.063
19730712	0.275	0.040	0.0	13.7	1.03	3.62	0.0	0.00	34.7	0.0	0.0	5.5	0.000	0.000	0.275	0.214	0.062
19730713	0.263	0.040	0.0	15.4	1.00	3.62	0.0	0.00	33.7	0.0	0.0	5.2	0.000	0.000	0.263	0.205	0.059
19730714	0.251	0.040	0.0	16.4	0.97	3.62	0.0	0.00	32.7	0.0	0.0	5.0	0.000	0.000	0.251	0.195	0.056
19730715	0.240	0.030	0.2	17.1	0.94	3.62	0.0	0.00	31.9	0.0	0.0	4.8	0.000	0.000	0.240	0.187	0.054
19730716	0.230	0.030	0.1	18.2	0.92	3.62	0.0	0.00	31.1	0.0	0.0	4.6	0.000	0.000	0.230	0.179	0.051
19730717	0.304	0.040	16.2	17.9	1.08	3.58	0.0	0.00	43.3	2.9	2.0	5.0	0.000	0.074	0.229	0.249	0.054
19730718	0.451	0.050	2.6	18.0	1.25	3.55	0.0	0.00	44.1	0.6	1.7	5.4	0.000	0.205	0.246	0.389	0.062
19730719	0.656	0.060	22.7	14.4	1.44	3.47	0.0	0.00	58.9	6.5	6.8	5.7	0.000	0.392	0.264	0.587	0.068
19730720	0.977	0.070	0.0	18.7	1.64	3.49	0.0	0.00	57.3	0.0	5.5	6.1	0.000	0.695	0.282	0.898	0.079
19730721	0.939	0.080	2.9	16.3	1.59	3.42	0.0	0.00	57.6	1.0	5.2	6.4	0.000	0.641	0.298	0.864	0.075
19730722	0.893	0.100	1.0	15.9	1.56	3.39	0.0	0.00	56.8	0.3	4.4	6.7	0.000	0.579	0.314	0.822	0.071
19730723	0.838	0.100	2.6	17.5	1.55	3.37	0.0	0.00	57.0	0.8	4.1	7.0	0.000	0.509	0.329	0.771	0.067
19730724	0.818	0.110	2.7	15.2	1.53	3.31	0.0	0.00	57.3	0.9	3.9	7.3	0.000	0.474	0.343	0.754	0.064
19730725	0.791	0.110	1.2	14.2	1.50	3.26	0.0	0.00	56.6	0.4	3.3	7.6	0.000	0.434	0.357	0.730	0.061
19730726	0.725	0.110	0.0	14.8	1.46	3.24	0.0	0.00	55.1	0.0	2.4	7.8	0.000	0.355	0.370	0.668	0.057
19730727	0.637	0.100	0.0	17.2	1.42	3.23	0.0	0.00	53.7	0.0	1.5	8.1	0.000	0.254	0.383	0.585	0.052
19730728	0.555	0.100	0.0	16.2	1.36	3.18	0.0	0.00	52.4	0.0	0.8	8.3	0.000	0.161	0.395	0.508	0.047
19730729	0.483	0.090	0.0	15.0	1.31	3.14	0.0	0.00	51.1	0.0	0.2	8.6	0.000	0.077	0.406	0.440	0.043
19730730	0.428	0.080	0.0	13.9	1.26	3.09	0.0	0.00	49.8	0.0	0.0	8.3	0.000	0.018	0.410	0.388	0.040
19730731	0.462	0.080	7.9	13.0	1.28	3.05	0.0	0.00	54.2	2.2	1.4	8.5	0.000	0.055	0.407	0.422	0.040
19730801	0.544	0.080	0.0	10.7	1.29	2.99	0.0	0.00	52.9	0.0	0.7	8.7	0.000	0.128	0.416	0.503	0.041
19730802	0.504	0.080	1.2	15.3	1.28	3.00	0.0	0.00	52.5	0.4	0.4	9.0	0.000	0.078	0.426	0.466	0.038
19730803	0.483	0.080	2.2	15.6	1.26	2.97	0.0	0.00	52.8	0.6	0.3	9.2	0.000	0.047	0.436	0.446	0.037
19730804	0.545	0.080	8.0	16.1	1.30	2.94	0.0	0.00	57.0	2.5	1.9	9.3	0.000	0.100	0.445	0.508	0.037
19730805	0.637	0.080	0.0	15.1	1.32	2.90	0.0	0.00	55.7	0.0	1.2	9.5	0.000	0.183	0.454	0.599	0.038
19730806	0.630	0.080	4.7	14.3	1.30	2.86	0.0	0.00	57.5	1.5	1.8	9.7	0.000	0.167	0.463	0.594	0.037
19730807	0.653	0.080	0.4	14.6	1.30	2.83	0.0	0.00	56.5	0.1	1.2	9.9	0.000	0.182	0.471	0.617	0.036
19730808	0.596	0.080	0.0	9.0	1.23	2.74	0.0	0.00	55.3	0.0	0.5	10.0	0.000	0.117	0.479	0.562	0.034
19730809	0.529	0.060	0.0	9.4	1.19	2.71	0.0	0.00	54.1	0.0	0.0	10.0	0.000	0.045	0.484	0.497	0.031
19730810	0.560	0.080	8.5	9.5	1.22	2.68	0.0	0.00	58.7	2.7	1.9	10.2	0.000	0.074	0.487	0.530	0.031
19730811	0.665	0.080	0.0	12.1	1.25	2.67	0.0	0.00	57.4	0.0	1.1	10.3	0.000	0.172	0.493	0.633	0.032
19730812	0.610	0.080	0.0	10.2	1.20	2.62	0.0	0.00	56.2	0.0	0.4	10.4	0.000	0.110	0.500	0.580	0.030
19730813	0.542	0.080	0.0	13.1	1.17	2.61	0.0	0.00	55.0	0.0	0.0	10.3	0.000	0.039	0.503	0.514	0.028
19730814	0.497	0.080	0.0	13.6	1.13	2.58	0.0	0.00	53.9	0.0	0.0	9.9	0.000	0.004	0.494	0.471	0.026
19730815	0.472	0.070	0.0	16.5	1.10	2.57	0.0	0.00	52.8	0.0	0.0	9.4	0.000	0.000	0.472	0.447	0.025
19730816	0.450	0.060	0.0	15.8	1.06	2.53	0.0	0.00	51.8	0.0	0.0	9.0	0.000	0.000	0.450	0.427	0.024
19730817	0.430	0.060	0.0	16.5	1.03	2.49	0.0	0.00	50.7	0.0	0.0	8.6	0.000	0.000	0.430	0.407	0.023
19730818	0.455	0.060	6.0	16.1	1.03	2.44	0.0	0.00	54.0	1.7	1.0	8.8	0.000	0.036	0.419	0.433	0.022
19730819	0.512	0.060	0.5	10.0	1.01	2.35	0.0	0.00	53.3	0.2	0.4	9.0	0.000	0.085	0.427	0.489	0.023
19730820	0.475	0.060	0.3	9.7	0.98	2.31	0.0	0.00	52.6	0.1	0.0	9.1	0.000	0.040	0.435	0.454	0.021
19730821	0.437	0.060	0.2	8.2	0.94	2.25	0.0	0.00	51.8	0.1	0.0	8.7	0.000	0.004	0.433	0.417	0.020
19730822	0.417	0.060	0.0	8.5	0.91	2.21	0.0	0.00	50.9	0.0	0.0	8.3	0.000	0.000	0.417	0.398	0.019
19730823	0.398	0.050	0.0	9.0	0.88	2.17	0.0	0.00	50.0	0.0	0.0	7.9	0.000	0.000	0.398	0.379	0.018
19730824	0.379	0.040	0.0	8.3	0.85	2.13	0.0	0.00	49.1	0.0	0.0	7.6	0.000	0.000	0.379	0.362	0.017
19730825	0.362	0.040	0.0	8.7	0.82	2.09	0.0	0.00	48.3	0.0	0.0	7.2	0.000	0.000	0.362	0.345	0.017
19730826	0.346	0.040	0.3	6.3	0.78	2.03	0.0	0.00	47.8	0.1	0.0	6.9	0.000	0.000	0.346	0.330	0.016
19730827	0.335	0.040	0.6	8.9	0.77	2.00	0.0	0.00	47.5	0.2	0.0	6.8	0.000	0.000	0.335	0.320	0.015
19730828	0.324	0.040	0.0	10.8	0.75	1.97	0.0	0.00	46.7	0.0	0.0	6.5	0.000	0.000	0.324	0.309	0.015
19730829	0.383	0.040	9.6	13.4	0.78	1.94	0.0	0.00	53.0	2.6	1.7	6.8	0.000	0.064	0.319	0.368	0.015
19730830	0.493	0.040	0.3	12.5	0.80	1.90	0.0	0.00	52.4	0.1	1.1	7.1	0.000	0.161	0.331	0.477	0.016
19730831	0.505	0.040	5.5	12.4	0.80	1.85	0.0	0.00	55.5	1.6	1.8	7.4	0.000	0.159	0.346	0.489	0.016
19730901	0.561	0.050	2.1	11.2	0.81	1.80	0.0	0.00	56.1	0.7	1.7	7.6	0.000	0.202	0.359	0.545	0.016
19730902	0.610	0.060	6.3	10.4	0.81	1.75	0.0	0.00	59.5	2.1	2.8	7.9	0.000	0.238	0.372	0.594	0.016
19730903	0.671	0.070	0.3	8.1	0.81	1.70	0.0	0.00	58.9	0.1	2.0	8.1	0.000	0.286	0.385	0.655	0.016
19730904	0.648	0.090	3.3	9.1	0.79	1.66	0.0	0.00	60.3	1.1	2.3	8.4	0.000	0.252	0.396	0.633	0.015
19730905	0.801	0.100	12.8	11.4	0.83	1.63	0.0	0.00	67.4	4.9	5.8	8.6	0.000	0.393	0.408	0.785	0.016
19730906	1.055	0.110	2.6	10.5	0.86	1.58	0.0	0.00	68.0	1.1	5.6	8.8	0.000	0.637	0.418	1.038	0.017
19730907	1.047	0.130	0.5	8.2	0.83	1.52	0.0	0.00	67.5	0.2	4.6	9.0	0.000	0.618	0.429	1.030	0.017
19730908	1.000	0.130	3.7	8.1	0.81	1.48	0.0	0.00	68.9	1.6	5.0	9.2	0.000	0.561	0.438	0.984	0.016
19730909	1.019	0.130	2.5	7.1	0.79	1.43	0.0	0.00	69.5	1.1	4.8	9.4	0.000	0.571	0.448	1.003	0.016
19730910	0.989	0.140	0.5	5.7	0.77	1.38	0.0	0.00	69.0	0.2	4.0	9.6	0.000	0.532	0.457	0.974	0.015
19730911	0.906	0.140	0.6	5.0	0.74	1.34	0.0	0.00	68.7	0.3	3.2	9.7	0.000	0.441	0.465	0.892	0.014
19730912	0.820	0.140	0.0	4.8	0.71	1.29	0.0	0.00	68.0	0.0	2.3	9.9	0.000	0.347	0.473	0.807	0.013
19730913	0.731	0.140	0.3	3.8	0.67	1.24	0.0	0.00	67.5	0.1	1.6	10.0	0.000	0.250	0.481	0.719	0.012
19730914	0.731	0.140	5.5	4.6	0.66	1.20	0.0	0.00	70.0	2.3	2.9	10.2	0.000	0.243	0.488	0.719	0.012
19730915	0.796	0.140	0.2	8.3	0.66	1.18	0.0	0.00	69.4	0.1	2.1	10.3	0.000	0.301	0.495	0.784	0.012
19730916	0.729	0.140	0.0	5.8	0.62	1.12	0.0	0.00	68.8	0.0	1.3	10.5	0.000	0.227	0.502	0.718	0.011
19730917	0.646	0.140	0.0	5.0	0.60	1.09	0.0	0.00	68.2	0.0	0.6	10.6	0.000	0.137	0.508	0.636	0.010
19730918	0.571	0.140	0.0	7.7	0.58	1.07	0.0	0.00	67.6	0.0	0.0	10.7	0.000	0.057	0.514	0.562	0.009
19730919	0.516	0.140	0.0	6.2	0.56	1.04	0.0	0.00	67.1	0.0	0.0	10.2	0.000	0.006	0.510	0.508	0.009
